50 2 1
1.000000 0.000000 0.0000 
0.980000 0.004016 0.0000 
0.960000 0.007779 0.0000 
0.940000 0.011306 0.0000 
0.920000 0.014617 0.0000 
0.900000 0.017729 0.0000 
0.880000 0.020656 0.0000 
0.860000 0.023415 0.0000 
0.840000 0.026018 0.0000 
0.820000 0.028478 0.0000 
0.800000 0.030807 0.0000 
0.780000 0.033015 0.0000 
0.760000 0.035112 0.0000 
0.740000 0.037106 0.0000 
0.720000 0.039004 0.0000 
0.700000 0.040814 0.0000 
0.680000 0.042540 0.0000 
0.660000 0.044188 0.0000 
0.640000 0.045761 0.0000 
0.620000 0.047262 0.0000 
0.600000 0.048693 0.0000 
0.580000 0.050055 0.0000 
0.560000 0.051348 0.0000 
0.540000 0.052572 0.0000 
0.520000 0.053725 0.0000 
0.500000 0.054804 0.0000 
0.480000 0.055807 0.0000 
0.460000 0.056729 0.0000 
0.440000 0.057564 0.0000 
0.420000 0.058308 0.0000 
0.400000 0.058953 0.0000 
0.380000 0.059490 0.0000 
0.360000 0.059910 0.0000 
0.340000 0.060204 0.0000 
0.320000 0.060358 0.0000 
0.300000 0.060360 0.0000 
0.280000 0.060193 0.0000 
0.260000 0.059841 0.0000 
0.240000 0.059284 0.0000 
0.220000 0.058497 0.0000 
0.200000 0.057453 0.0000 
0.180000 0.056118 0.0000 
0.160000 0.054452 0.0000 
0.140000 0.052400 0.0000 
0.120000 0.049893 0.0000 
0.100000 0.046833 0.0000 
0.080000 0.043075 0.0000 
0.060000 0.038377 0.0000 
0.040000 0.032277 0.0000 
0.020000 0.023598 0.0000 
0.980000 -0.004016 0.0000 
0.960000 -0.007779 0.0000 
0.940000 -0.011306 0.0000 
0.920000 -0.014617 0.0000 
0.900000 -0.017729 0.0000 
0.880000 -0.020656 0.0000 
0.860000 -0.023415 0.0000 
0.840000 -0.026018 0.0000 
0.820000 -0.028478 0.0000 
0.800000 -0.030807 0.0000 
0.780000 -0.033015 0.0000 
0.760000 -0.035112 0.0000 
0.740000 -0.037106 0.0000 
0.720000 -0.039004 0.0000 
0.700000 -0.040814 0.0000 
0.680000 -0.042540 0.0000 
0.660000 -0.044188 0.0000 
0.640000 -0.045761 0.0000 
0.620000 -0.047262 0.0000 
0.600000 -0.048693 0.0000 
0.580000 -0.050055 0.0000 
0.560000 -0.051348 0.0000 
0.540000 -0.052572 0.0000 
0.520000 -0.053725 0.0000 
0.500000 -0.054804 0.0000 
0.480000 -0.055807 0.0000 
0.460000 -0.056729 0.0000 
0.440000 -0.057564 0.0000 
0.420000 -0.058308 0.0000 
0.400000 -0.058953 0.0000 
0.380000 -0.059490 0.0000 
0.360000 -0.059910 0.0000 
0.340000 -0.060204 0.0000 
0.320000 -0.060358 0.0000 
0.300000 -0.060360 0.0000 
0.280000 -0.060193 0.0000 
0.260000 -0.059841 0.0000 
0.240000 -0.059284 0.0000 
0.220000 -0.058497 0.0000 
0.200000 -0.057453 0.0000 
0.180000 -0.056118 0.0000 
0.160000 -0.054452 0.0000 
0.140000 -0.052400 0.0000 
0.120000 -0.049893 0.0000 
0.100000 -0.046833 0.0000 
0.080000 -0.043075 0.0000 
0.060000 -0.038377 0.0000 
0.040000 -0.032277 0.0000 
0.020000 -0.023598 0.0000 
0.000000  0.000000 0.0000 
